"","PRICE","BUILD_YEAR","CBD_DIST","NEAREST_STN_DIST","NEAREST_SCH_DIST","Precio_M2_total","SEG_BUILD_YEAR","SEG_CBD_DIST","SEG_NEAREST_STN_DIST","SEG_NEAREST_SCH_DIST","SEG_Precio_M2_total","SEG_Precio"
"17168",390,1990,11.6,1.2,1.95713297894147,381.978452497551,"2000","10-19","2-3","2-3","2-500","<=500"
"17169",630,2013,16.3,4.1,1.19661854352261,1250,"2015>=","10-19","4-5","2-3","1001-2000","501-750"
"17170",430,1990,26.6,4,2.43718385626924,1194.44444444444,"2000","20-29","4-5","2-3","1001-2000","<=500"
"17171",520,2000,20,4.1,1.05332941112001,1015.625,"2000","10-19","4-5","2-3","1001-2000","501-750"
"17172",375,1998,9,6,1.9016079345249,892.857142857143,"2000","3-9","6-10","2-3","501-1000","<=500"
"17174",760,1996,26.7,2.2,1.98210505220925,1216,"2000","20-29","2-3","2-3","1001-2000","751-1000"
"17176",355,1978,38.3,0.433,1.15354349954509,497.198879551821,"2000","30-39","<=1","2-3","2-500","<=500"
"17177",820,2009,19.9,3.8,0.553110533664375,1995.13381995134,"2010","10-19","4-5","<=1","1001-2000","751-1000"
"17178",543,1960,15.2,5.3,0.632129532087937,1231.2925170068,"80's","10-19","6-10","<=1","1001-2000","501-750"
"17179",387.5,1988,39.6,1.2,1.26282635781172,511.889035667107,"2000","30-39","2-3","2-3","501-1000","<=500"
"17180",395,2008,19.5,4.3,1.19809616470972,897.727272727273,"2010","10-19","4-5","2-3","501-1000","<=500"
"17182",365,2010,27.6,5.6,1.43963594052435,844.907407407407,"2010","20-29","6-10","2-3","501-1000","<=500"
"17183",750,1994,15.6,1.9,0.899617871887739,728.155339805825,"2000","10-19","2-3","<=1","501-1000","501-750"
"17184",515,2015,20.6,5.3,2.99070557112995,1144.44444444444,"2015>=","20-29","6-10","2-3","1001-2000","501-750"
"17185",410,1984,20.4,9.3,1.52957747156992,434.322033898305,"2000","20-29","6-10","2-3","2-500","<=500"
"17186",360,1978,12.2,6.3,0.689828875432742,520.231213872832,"2000","10-19","6-10","<=1","501-1000","<=500"
"17188",590,1990,20.4,7.2,1.31645991402056,1573.33333333333,"2000","20-29","6-10","2-3","1001-2000","501-750"
"17189",745,1957,12.1,4.9,0.83558714678152,1029.00552486188,"80's","10-19","4-5","<=1","1001-2000","501-750"
"17192",470,1992,8.8,0.704,0.392916455709958,885.122410546139,"2000","3-9","<=1","<=1","501-1000","<=500"
"17193",450,1973,15.9,7.1,3.12551565234794,552.147239263804,"80's","10-19","6-10","4-5","501-1000","<=500"
"17194",585,1990,48.1,10,1.34849435916055,806.896551724138,"2000","40-49","6-10","2-3","501-1000","501-750"
"17195",910,2011,28,2.3,3.26697040819797,1733.33333333333,"2015>=","20-29","2-3","4-5","1001-2000","751-1000"
"17198",460,1970,7.9,2.4,0.357392405074228,566.502463054187,"80's","3-9","2-3","<=1","501-1000","<=500"
"17200",435,2011,16.5,3.7,1.27726588536316,1660.30534351145,"2015>=","10-19","4-5","2-3","1001-2000","<=500"
"17201",352,2012,20.5,6.3,3.2048949333063,1660.37735849057,"2015>=","20-29","6-10","4-5","1001-2000","<=500"
"17202",725,1995,15.9,2.3,0.668049126145175,1938.50267379679,"2000","10-19","2-3","<=1","1001-2000","501-750"
"17203",332,1980,10.5,2.6,1.0697069916723,201.823708206687,"2000","10-19","2-3","2-3","2-500","<=500"
"17204",420,1976,11.4,4.2,1.31282990981765,207.509881422925,"2000","10-19","4-5","2-3","2-500","<=500"
"17205",500,1987,8.6,1.5,1.31523277352216,1831.50183150183,"2000","3-9","2-3","2-3","1001-2000","<=500"
"17206",840,1993,8.3,2.5,0.631091894933041,2009.56937799043,"2000","3-9","2-3","<=1","2001-5000","751-1000"
"17207",538,1989,10.3,0.389,1.56664113671379,694.193548387097,"2000","10-19","<=1","2-3","501-1000","501-750"
"17208",485,1993,19,3.8,1.60695212817813,1955.64516129032,"2000","10-19","4-5","2-3","1001-2000","<=500"
"17209",395,2010,15.2,6.4,0.996097452802234,1234.375,"2010","10-19","6-10","<=1","1001-2000","<=500"
"17210",415,1990,19.9,7.6,3.87459717560094,1435.98615916955,"2000","10-19","6-10","4-5","1001-2000","<=500"
"17212",220,1981,6.1,1.3,0.484548081842636,108.749382105783,"2000","3-9","2-3","<=1","2-500","<=500"
"17213",677.5,1998,1.9,0.695,0.935306834616173,610.910730387737,"2000","<=2","<=1","<=1","501-1000","501-750"
"17214",415,1985,14.8,2.2,0.974509121775366,313.207547169811,"2000","10-19","2-3","<=1","2-500","<=500"
"17215",275,1985,10.5,0.57,1.50905500275884,1708.07453416149,"2000","10-19","<=1","2-3","1001-2000","<=500"
"17217",230,1980,6.3,1.6,0.437072827061176,113.692535837865,"2000","3-9","2-3","<=1","2-500","<=500"
"17218",980,1974,10.1,0.451,0.217909800884,145.595008171148,"80's","10-19","<=1","<=1","2-500","751-1000"
"17219",350,1990,11.5,1.3,1.47802742057248,1620.37037037037,"2000","10-19","2-3","2-3","1001-2000","<=500"
"17220",315,1977,4.7,1.7,1.34926557214547,98.6842105263158,"2000","3-9","2-3","2-3","2-500","<=500"
"17221",55,1997,10.3,2.4,1.31048037561876,253.456221198157,"2000","10-19","2-3","2-3","2-500","<=500"
"17222",435,1990,6.1,0.413,1.51720498158338,429.841897233202,"2000","3-9","<=1","2-3","2-500","<=500"
"17223",405,1982,15.3,2.1,0.703968601373256,144.539614561028,"2000","10-19","2-3","<=1","2-500","<=500"
"17225",450,1963,7.6,0.399,0.995828436381743,229.709035222052,"80's","3-9","<=1","<=1","2-500","<=500"
"17226",499,1987,4.5,2,0.473101205973404,2045.08196721311,"2000","3-9","2-3","<=1","2001-5000","<=500"
"17227",510,1994,3.9,1.3,1.10010359726617,503.95256916996,"2000","3-9","2-3","2-3","501-1000","501-750"
"17229",460,1993,12.9,0.212,0.516696005491324,1982.75862068966,"2000","10-19","<=1","<=1","1001-2000","<=500"
"17231",560,1992,4.2,0.771,1.37769455907604,1800.64308681672,"2000","3-9","<=1","2-3","1001-2000","501-750"
"17232",530,1993,6.5,0.515,1.80866993735789,1872.79151943463,"2000","3-9","<=1","2-3","1001-2000","501-750"
"17233",545,1969,5.4,3.6,2.98138792011682,265.983406539776,"80's","3-9","4-5","2-3","2-500","501-750"
"17235",385,1989,13.3,3.1,2.00307650210596,1645.29914529915,"2000","10-19","4-5","2-3","1001-2000","<=500"
"17236",515,2008,5.3,0.243,1.18530620410078,437.553101104503,"2010","3-9","<=1","2-3","2-500","501-750"
"17237",470,2008,5.4,2,1.15515676510375,421.52466367713,"2010","3-9","2-3","2-3","2-500","<=500"
"17238",329,1985,10.8,4.3,0.805444681036805,113.998613998614,"2000","10-19","4-5","<=1","2-500","<=500"
"17239",389,2008,18,3.3,1.21390558778688,1018.32460732984,"2010","10-19","4-5","2-3","1001-2000","<=500"
"17240",540,2000,6.9,2,0.954726559618814,1252.90023201856,"2000","3-9","2-3","<=1","1001-2000","501-750"
"17241",500,1989,12.9,3.4,2.31031737471722,448.430493273543,"2000","10-19","4-5","2-3","2-500","<=500"
"17242",210,1989,12.5,2.8,1.9373040033512,958.904109589041,"2000","10-19","2-3","2-3","501-1000","<=500"
"17243",285,1993,10.4,0.455,1.41968817769451,167.548500881834,"2000","10-19","<=1","2-3","2-500","<=500"
"17245",688.25,1981,13.1,1.6,1.3933334148514,1464.36170212766,"2000","10-19","2-3","2-3","1001-2000","501-750"
"17246",478,1980,3.2,0.421,0.658064533125457,204.710920770878,"2000","3-9","<=1","<=1","2-500","<=500"
"17247",620,1981,9.2,3,1.76412302287213,410.868124585818,"2000","3-9","2-3","2-3","2-500","501-750"
"17248",1225.375,1960,16.3,2.1,1.31113975094716,1183.93719806763,"80's","10-19","2-3","2-3","1001-2000","1001-1500"
"17249",310,1988,8.4,2.9,1.81255779590738,1631.57894736842,"2000","3-9","2-3","2-3","1001-2000","<=500"
"17250",529.5,2005,7.5,1.5,1.48390596911305,1708.06451612903,"2010","3-9","2-3","2-3","1001-2000","501-750"
"17251",480,2006,7.1,2.8,0.985586301233944,204.690831556503,"2010","3-9","2-3","<=1","2-500","<=500"
"17252",380,2011,11.1,3.1,0.81819398699567,1407.40740740741,"2015>=","10-19","4-5","<=1","1001-2000","<=500"
"17253",228,1974,10.9,5.1,0.424629273689736,974.358974358974,"80's","10-19","6-10","<=1","501-1000","<=500"
"17255",330,1979,6.9,2.6,1.15402144838395,120.746432491767,"2000","3-9","2-3","2-3","2-500","<=500"
"17256",320,2008,11.4,0.893,1.32099702605753,1592.03980099502,"2010","10-19","<=1","2-3","1001-2000","<=500"
"17257",645,1998,8.8,3.6,1.32710883348526,1692.91338582677,"2000","3-9","4-5","2-3","1001-2000","501-750"
"17258",340,1990,7.3,2.1,1.34174538254608,92.896174863388,"2000","3-9","2-3","2-3","2-500","<=500"
"17259",430,1987,9.1,4.2,1.37498734015205,1552.34657039711,"2000","3-9","4-5","2-3","1001-2000","<=500"
"17260",525,1990,5.3,5.1,0.593810634170826,2215.18987341772,"2000","3-9","6-10","<=1","2001-5000","501-750"
"17261",265,1979,10.8,1.6,1.7315296102866,148.625911385306,"2000","10-19","2-3","2-3","2-500","<=500"
"17262",485,1994,9.6,1.7,1.36212594010402,1851.14503816794,"2000","3-9","2-3","2-3","1001-2000","<=500"
"17263",352,1992,7.7,3.1,1.85249538000128,1343.51145038168,"2000","3-9","4-5","2-3","1001-2000","<=500"
"17264",762,1988,7.4,1.3,1.64512094884895,1638.70967741935,"2000","3-9","2-3","2-3","1001-2000","751-1000"
"17265",1090,2008,4.6,0.292,1.16129156271102,1345.67901234568,"2010","3-9","<=1","2-3","1001-2000","1001-1500"
"17267",425,1990,18.2,3.5,1.24831005812425,1203.96600566572,"2000","10-19","4-5","2-3","1001-2000","<=500"
"17268",330,1994,14.2,0.261,0.579766004882127,2075.47169811321,"2000","10-19","<=1","<=1","2001-5000","<=500"
"17269",354,2010,15.5,7.2,2.76123736650269,135.528330781011,"2010","10-19","6-10","2-3","2-500","<=500"
"17270",710,2004,3.6,1.8,1.26587450394889,785.398230088496,"2010","3-9","2-3","2-3","501-1000","501-750"
"17271",596,1993,16.5,2.1,1.42054570670357,277.726001863933,"2000","10-19","2-3","2-3","2-500","501-750"
"17272",345,2009,11.5,0.814,1.3801373367199,149.544863459038,"2010","10-19","<=1","2-3","2-500","<=500"
"17275",425,2014,15.1,7,2.71366222777718,1905.82959641256,"2015>=","10-19","6-10","2-3","1001-2000","<=500"
"17276",220,1982,13.9,9.1,0.722004672209221,95.6521739130435,"2000","10-19","6-10","<=1","2-500","<=500"
"17277",360,2005,16.1,1.2,0.639556909519563,289.156626506024,"2010","10-19","2-3","<=1","2-500","<=500"
"17278",359,2009,20.5,5,1.99534072316816,1662.03703703704,"2010","20-29","4-5","2-3","1001-2000","<=500"
"17279",465,1976,5.5,1.1,0.757926638264107,426.997245179063,"2000","3-9","2-3","<=1","2-500","<=500"
"17280",420,2013,18.3,3.7,1.28519749288555,732.984293193717,"2015>=","10-19","4-5","2-3","501-1000","<=500"
"17281",640,2013,6.3,1.2,2.4835879489193,1855.07246376812,"2015>=","3-9","2-3","2-3","1001-2000","501-750"
"17283",375,2000,8.7,2.6,1.61260804288415,1659.29203539823,"2000","3-9","2-3","2-3","1001-2000","<=500"
"17284",139,1971,31.8,1.8,0.820789863329523,978.87323943662,"80's","30-39","2-3","<=1","501-1000","<=500"
"17285",458,1997,5.6,1.6,0.383862532420569,938.524590163934,"2000","3-9","2-3","<=1","501-1000","<=500"
"17286",282,1989,8.8,3.2,1.87474132038926,1438.77551020408,"2000","3-9","4-5","2-3","1001-2000","<=500"
"17287",375,2006,34.7,3.6,0.728015881039125,128.600823045268,"2010","30-39","4-5","<=1","2-500","<=500"
"17288",605,1998,13.7,0.894,1.25462765103665,1207.58483033932,"2000","10-19","<=1","2-3","1001-2000","501-750"
"17290",505,1995,6.6,3.8,1.47859315906209,1666.66666666667,"2000","3-9","4-5","2-3","1001-2000","501-750"
"17291",498,1976,12.8,1.7,1.63399745156731,244.717444717445,"2000","10-19","2-3","2-3","2-500","<=500"
"17292",320,2005,20.1,5.3,2.17468124308448,369.942196531792,"2010","20-29","6-10","2-3","2-500","<=500"
"17293",350,2004,16.1,1.1,0.723311667619427,2201.25786163522,"2010","10-19","2-3","<=1","2001-5000","<=500"
"17294",210,2001,45.8,3.4,1.10259170843884,1354.83870967742,"2010","40-49","4-5","2-3","1001-2000","<=500"
"17295",535,1995,10.1,4.6,1.57441336299224,1938.40579710145,"2000","10-19","4-5","2-3","1001-2000","501-750"
"17296",260,2008,25.4,0.844,0.767649157789239,129.09632571996,"2010","20-29","<=1","<=1","2-500","<=500"
"17298",525,1977,9.6,2,0.844835491870054,249.051233396584,"2000","3-9","2-3","<=1","2-500","501-750"
"17299",636.6,1989,8.8,3.9,1.16500480091472,1450.1138952164,"2000","3-9","4-5","2-3","1001-2000","501-750"
"17300",470,1986,10.4,0.277,1.04026780928849,250.266240681576,"2000","10-19","<=1","2-3","2-500","<=500"
"17301",189,1995,39.1,0.543,1.87156686521365,959.390862944162,"2000","30-39","<=1","2-3","501-1000","<=500"
"17302",496,1992,10.2,0.36,1.20219224683238,1355.1912568306,"2000","10-19","<=1","2-3","1001-2000","<=500"
"17303",770,1990,7,1.1,2.01819557686402,633.744855967078,"2000","3-9","2-3","2-3","501-1000","751-1000"
"17306",490,1980,4.4,0.424,1.57908125953559,241.975308641975,"2000","3-9","<=1","2-3","2-500","<=500"
"17307",375,1993,7.4,2.8,2.34641783574178,1315.78947368421,"2000","3-9","2-3","2-3","1001-2000","<=500"
"17308",620,1992,6.8,1.6,1.00448516000931,1252.52525252525,"2000","3-9","2-3","2-3","1001-2000","501-750"
"17309",651,1990,8.8,3.3,0.863158723803887,260.295881647341,"2000","3-9","4-5","<=1","2-500","501-750"
"17310",443,1983,41.4,5.4,3.31959310837329,145.915678524374,"2000","40-49","6-10","4-5","2-500","<=500"
"17311",738.8,1994,6.1,1.4,0.31294948546039,1429.01353965184,"2000","3-9","2-3","<=1","1001-2000","501-750"
"17312",405,2015,25.4,0.818,0.969002893721541,1336.63366336634,"2015>=","20-29","<=1","<=1","1001-2000","<=500"
"17313",230,1993,15.6,0.885,1.19903286072703,1144.27860696517,"2000","10-19","<=1","2-3","1001-2000","<=500"
"17314",219,2007,19.8,0.782,1.46788377448921,811.111111111111,"2010","10-19","<=1","2-3","501-1000","<=500"
"17317",420,1995,10.6,1.2,1.87336466869705,301.724137931034,"2000","10-19","2-3","2-3","2-500","<=500"
"17319",900,1984,14,2.6,0.565526958058623,1282.05128205128,"2000","10-19","2-3","<=1","1001-2000","751-1000"
"17321",420,1990,8.4,2.7,1.11589682960663,1354.83870967742,"2000","3-9","2-3","2-3","1001-2000","<=500"
"17322",420,1973,20.8,7.5,3.67657229926045,519.159456118665,"80's","20-29","6-10","4-5","501-1000","<=500"
"17323",715,1987,17.5,2.2,0.689254905043527,875.15299877601,"2000","10-19","2-3","<=1","501-1000","501-750"
"17325",1215,1954,4,2.9,1.52864830578547,1213.78621378621,"80's","3-9","2-3","2-3","1001-2000","1001-1500"
"17326",820,1975,15.9,3.8,1.58897350647331,1148.4593837535,"80's","10-19","4-5","2-3","1001-2000","751-1000"
"17327",935,1990,4.4,2.6,1.62573402585537,1362.97376093294,"2000","3-9","2-3","2-3","1001-2000","751-1000"
"17328",499,1994,15.7,1.5,0.447529554735302,670.698924731183,"2000","10-19","2-3","<=1","501-1000","<=500"
"17329",660,1999,16.7,4.8,1.18037192971842,957.910014513788,"2000","10-19","4-5","2-3","501-1000","501-750"
"17330",767,2005,27.4,2,2.73827374094671,1247.15447154472,"2010","20-29","2-3","2-3","1001-2000","751-1000"
"17331",510,2006,21,4.1,1.05479850704759,917.26618705036,"2010","20-29","4-5","2-3","501-1000","501-750"
"17332",625,1989,17.1,1.8,1.01740507082033,885.269121813031,"2000","10-19","2-3","2-3","501-1000","501-750"
"17334",691.5,1971,13.2,0.827,1.11769712121701,948.559670781893,"80's","10-19","<=1","2-3","501-1000","501-750"
"17335",460,2014,15.2,9.4,0.514593102525568,918.163672654691,"2015>=","10-19","6-10","<=1","501-1000","<=500"
"17338",575,2011,14.3,3.9,3.22139686993963,904.088050314465,"2015>=","10-19","4-5","4-5","501-1000","501-750"
"17339",80,2002,15.2,1.2,0.823800740408794,150.375939849624,"2010","10-19","2-3","<=1","2-500","<=500"
"17340",190,2011,22.1,2.1,1.93849738944777,454.545454545455,"2015>=","20-29","2-3","2-3","2-500","<=500"
"17341",485,2000,12.6,4.9,1.02991364181193,1068.28193832599,"2000","10-19","4-5","2-3","1001-2000","<=500"
"17342",410,1993,18.1,4,1.04554771906543,753.676470588235,"2000","10-19","4-5","2-3","501-1000","<=500"
"17343",850,1990,8.6,2.4,0.649319816720995,2078.23960880196,"2000","3-9","2-3","<=1","2001-5000","751-1000"
"17344",425,1980,20.4,2.3,2.02421595662215,582.990397805213,"2000","20-29","2-3","2-3","501-1000","<=500"
"17346",425,1987,21.4,1.9,0.984182220680028,607.142857142857,"2000","20-29","2-3","<=1","501-1000","<=500"
"17351",472,2009,14.7,0.725,0.779497970123142,750.397456279809,"2010","10-19","<=1","<=1","501-1000","<=500"
"17352",333,2005,17.9,2.1,0.594138282643121,693.75,"2010","10-19","2-3","<=1","501-1000","<=500"
"17354",900,1990,21.5,7,3.62194006274667,44.4664031620553,"2000","20-29","6-10","4-5","2-500","751-1000"
"17357",690,1984,17,2.4,0.650463914835621,715.025906735751,"2000","10-19","2-3","<=1","501-1000","501-750"
"17358",660,1980,14.6,1.7,1.22270028140645,656.063618290258,"2000","10-19","2-3","2-3","501-1000","501-750"
"17359",732.5,2003,21.8,2.8,0.755009935252338,898.773006134969,"2010","20-29","2-3","<=1","501-1000","501-750"
"17360",545,1972,14.3,1.2,1.15371590073875,797.950219619327,"80's","10-19","2-3","2-3","501-1000","501-750"
"17361",870,1989,12.3,1.1,2.01314262855727,1264.53488372093,"2000","10-19","2-3","2-3","1001-2000","751-1000"
"17362",416,1987,40.3,3.1,1.33323912586133,512.946979038224,"2000","40-49","4-5","2-3","501-1000","<=500"
"17364",420,2010,19,6,1.42644119500759,848.484848484848,"2010","10-19","6-10","2-3","501-1000","<=500"
"17365",380,1955,18.4,4.2,1.43407031003939,327.304048234281,"80's","10-19","4-5","2-3","2-500","<=500"
"17366",493,1998,20.3,3,1.20986705827356,736.920777279522,"2000","20-29","2-3","2-3","501-1000","<=500"
"17369",960,1991,8.4,2.2,0.931901834005042,1920,"2000","3-9","2-3","<=1","1001-2000","751-1000"
"17371",400,2006,33.1,1.6,0.566130241596831,567.375886524823,"2010","30-39","2-3","<=1","501-1000","<=500"
"17372",445,2009,15.1,6.2,0.934201416887155,1478.40531561462,"2010","10-19","6-10","<=1","1001-2000","<=500"
"17373",577.5,1950,8.6,0.547,0.483044979500682,671.511627906977,"50's","3-9","<=1","<=1","501-1000","501-750"
"17374",501,2009,22.4,3.1,1.10878770679315,2168.83116883117,"2010","20-29","4-5","2-3","2001-5000","501-750"
"17375",400,1991,19.5,4.7,1.55254031507354,565.770862800566,"2000","10-19","4-5","2-3","501-1000","<=500"
"17376",410,2000,23.4,0.854,1.48956110600131,645.669291338583,"2000","20-29","<=1","2-3","501-1000","<=500"
"17377",370,1965,18,4.4,2.33891541971061,535.455861070912,"80's","10-19","4-5","2-3","501-1000","<=500"
"17378",668.25,1961,9.1,1.9,0.901383306131873,767.221584385763,"80's","3-9","2-3","<=1","501-1000","501-750"
"17379",535,2000,8.8,5,2.00031748167506,979.85347985348,"2000","3-9","4-5","2-3","501-1000","501-750"
"17380",300,2004,28.8,6.4,0.821225481856136,587.084148727984,"2010","20-29","6-10","<=1","501-1000","<=500"
"17381",520.5,2011,20.5,6.2,2.11676031880377,1004.82625482625,"2015>=","20-29","6-10","2-3","1001-2000","501-750"
"17382",395,1953,31.5,3.3,1.0108686661523,542.582417582418,"80's","30-39","4-5","2-3","501-1000","<=500"
"17383",470,1988,13.9,7.2,2.29727648224028,642.07650273224,"2000","10-19","6-10","2-3","501-1000","<=500"
"17384",445,2016,9.7,0.946,0.600131866855655,680.428134556575,"2015>=","3-9","<=1","<=1","501-1000","<=500"
"17385",260,1978,12.8,4.6,0.322940277655884,935.251798561151,"2000","10-19","4-5","<=1","501-1000","<=500"
"17386",585,1988,16.4,1,1.18388489920891,857.771260997067,"2000","10-19","<=1","2-3","501-1000","501-750"
"17387",435,1990,14.5,2.7,1.25444420826317,543.071161048689,"2000","10-19","2-3","2-3","501-1000","<=500"
"17388",296,2011,32,0.447,1.74968199533318,948.717948717949,"2015>=","30-39","<=1","2-3","501-1000","<=500"
"17389",745,1990,6.5,0.989,0.949360457611999,1502.01612903226,"2000","3-9","<=1","<=1","1001-2000","501-750"
"17390",445,1994,20.6,5.6,2.25387910810737,588.624338624339,"2000","20-29","6-10","2-3","501-1000","<=500"
"17391",575,2002,27,0.575,1.69532890882704,1321.83908045977,"2010","20-29","<=1","2-3","1001-2000","501-750"
"17392",1180,1999,4.6,1.5,2.96869626542508,2037.99654576857,"2000","3-9","2-3","2-3","2001-5000","1001-1500"
"17393",300,1985,9.3,0.445,0.648760990899255,83.2870627429206,"2000","3-9","<=1","<=1","2-500","<=500"
"17394",640,2002,16.6,2.6,1.29134896376516,888.888888888889,"2010","10-19","2-3","2-3","501-1000","501-750"
"17395",455.001,1989,11.1,4.3,0.926791676767503,984.850649350649,"2000","10-19","4-5","<=1","501-1000","<=500"
"17397",345,1990,17.7,8.5,3.5378451838741,1150,"2000","10-19","6-10","4-5","1001-2000","<=500"
"17398",439,1978,41.2,3.5,1.24482036007745,636.231884057971,"2000","40-49","4-5","2-3","501-1000","<=500"
"17399",910,1989,12.3,1.9,1.12627933452739,1165.1728553137,"2000","10-19","2-3","2-3","1001-2000","751-1000"
"17401",438,1950,8.5,0.511,0.605056941854645,595.918367346939,"50's","3-9","<=1","<=1","501-1000","<=500"
"17403",570,2003,35.7,3,1.2856956808589,889.235569422777,"2010","30-39","2-3","2-3","501-1000","501-750"
"17404",635,2003,29.4,4.3,3.13386428917449,159.107992984214,"2010","20-29","4-5","4-5","2-500","501-750"
"17405",202.5,1947,3.6,3.5,1.1572496434871,226.256983240223,"50's","3-9","4-5","2-3","2-500","<=500"
"17406",1275,1955,6.3,4,1.32350453229066,1543.58353510896,"80's","3-9","4-5","2-3","1001-2000","1001-1500"
"17408",462.5,1990,45.3,3,0.741638963277515,676.169590643275,"2000","40-49","2-3","<=1","501-1000","<=500"
"17409",382.5,2015,29.1,6.9,1.37095759914714,949.131513647643,"2015>=","20-29","6-10","2-3","501-1000","<=500"
"17410",223,2013,17.7,4.3,1.73746634825771,419.962335216573,"2015>=","10-19","4-5","2-3","2-500","<=500"
"17411",479,1990,7.8,4,1.31109565481065,524.644030668127,"2000","3-9","4-5","2-3","501-1000","<=500"
"17412",400,1990,12.1,5.8,0.404550721393006,578.034682080925,"2000","10-19","6-10","<=1","501-1000","<=500"
"17413",345,1980,17.3,3.7,2.45568571706104,474.55295735901,"2000","10-19","4-5","2-3","2-500","<=500"
"17414",610,1996,15.1,4.6,0.643054240367028,854.341736694678,"2000","10-19","4-5","<=1","501-1000","501-750"
"17415",440,2012,14.1,3.2,2.82565457618904,993.227990970655,"2015>=","10-19","4-5","2-3","501-1000","<=500"
"17416",1125,1952,13.3,5,1.22295318809454,1850.32894736842,"80's","10-19","4-5","2-3","1001-2000","1001-1500"
"17417",1100,1964,13.7,4.4,1.58825568291947,2165.35433070866,"80's","10-19","4-5","2-3","2001-5000","1001-1500"
"17419",475,2003,24.9,3.1,3.10465054047731,874.769797421731,"2010","20-29","4-5","4-5","501-1000","<=500"
"17422",360,2013,26.7,2.4,0.914908981744473,865.384615384615,"2015>=","20-29","2-3","<=1","501-1000","<=500"
"17423",360,2004,9.2,5.3,0.965191403592752,1422.92490118577,"2010","3-9","6-10","<=1","1001-2000","<=500"
"17425",800,2000,6.6,2.3,1.03002848850608,1562.5,"2000","3-9","2-3","2-3","1001-2000","751-1000"
"17427",545,2003,20.9,6,3.04454508949185,791.00145137881,"2010","20-29","6-10","4-5","501-1000","501-750"
"17428",601,1990,13.3,1,0.835443476859533,774.484536082474,"2000","10-19","<=1","<=1","501-1000","501-750"
"17429",475,1990,20.7,1.2,1.45436588663093,694.444444444444,"2000","20-29","2-3","2-3","501-1000","<=500"
"17430",510,1976,19.7,1.6,2.38242766331854,695.770804911323,"2000","10-19","2-3","2-3","501-1000","501-750"
"17431",510,1997,16.5,4,3.58113585761253,842.97520661157,"2000","10-19","4-5","4-5","501-1000","501-750"
"17432",460,2010,20,6.4,1.57612368196607,1057.47126436782,"2010","10-19","6-10","2-3","1001-2000","<=500"
"17433",1256,1998,19.9,6.7,3.65865946072535,124.950258654994,"2000","10-19","6-10","4-5","2-500","1001-1500"
"17434",805,1998,26.4,2.5,1.66840543049228,937.136204889406,"2000","20-29","2-3","2-3","501-1000","751-1000"
"17436",240,1980,20,2.4,1.22507786721688,348.837209302326,"2000","10-19","2-3","2-3","2-500","<=500"
"17437",823,2001,11.4,2,1.87271878758618,1610.5675146771,"2010","10-19","2-3","2-3","1001-2000","751-1000"
"17438",426,1997,8.4,0.321,0.630414419050093,946.666666666667,"2000","3-9","<=1","<=1","501-1000","<=500"
"17440",1200,1979,4.9,0.897,1.6421325895318,2298.85057471264,"2000","3-9","<=1","2-3","2001-5000","1001-1500"
"17444",425,2004,7.1,1.4,0.606500782515071,1470.58823529412,"2010","3-9","2-3","<=1","1001-2000","<=500"
"17445",750,1990,30.6,4.4,3.3955344178233,187.312687312687,"2000","30-39","4-5","4-5","2-500","501-750"
"17446",649,1979,12.6,0.35,1.0565144478993,910.238429172511,"2000","10-19","<=1","2-3","501-1000","501-750"
"17447",545,2000,20,3.4,0.98901253388175,802.650957290133,"2000","10-19","4-5","<=1","501-1000","501-750"
"17448",680,1993,14.7,2.3,1.22635579296633,964.539007092199,"2000","10-19","2-3","2-3","501-1000","501-750"
"17449",540,2001,14.7,4.1,1.07286739434145,829.493087557604,"2010","10-19","4-5","2-3","501-1000","501-750"
"17451",490,2005,24.8,3.1,2.90700702521198,850.694444444444,"2010","20-29","4-5","2-3","501-1000","<=500"
"17452",385,1967,32.2,2.9,0.412410624972232,234.613040828763,"80's","30-39","2-3","<=1","2-500","<=500"
"17455",160,2015,21.4,6.4,3.16818354179152,341.880341880342,"2015>=","20-29","6-10","4-5","2-500","<=500"
"17456",750,1999,16.6,2,0.491852387308476,1225.49019607843,"2000","10-19","2-3","<=1","1001-2000","501-750"
"17457",685,2009,30.3,7.6,3.77272003696639,152.289906625167,"2010","30-39","6-10","4-5","2-500","501-750"
"17458",400,1979,13,3.9,2.00908514173657,555.555555555556,"2000","10-19","4-5","2-3","501-1000","<=500"
"17459",245,1954,32,3.9,1.34964787438382,336.538461538462,"80's","30-39","4-5","2-3","2-500","<=500"
"17460",510,1974,22,9.2,1.62439411318989,238.540692235734,"80's","20-29","6-10","2-3","2-500","501-750"
"17461",350,1994,19.6,4.7,2.56433210325517,906.735751295337,"2000","10-19","4-5","2-3","501-1000","<=500"
"17462",825,1986,11.3,2.4,1.5381280428759,1152.23463687151,"2000","10-19","2-3","2-3","1001-2000","751-1000"
"17463",575,1948,11.9,0.353,1.39806298961156,1032.31597845601,"50's","10-19","<=1","2-3","1001-2000","501-750"
"17466",545,2003,21.2,6.2,3.36057726040739,664.634146341463,"2010","20-29","6-10","4-5","501-1000","501-750"
"17468",302,2011,39,0.701,2.62718606237834,838.888888888889,"2015>=","30-39","<=1","2-3","501-1000","<=500"
